25194192,      The Infinite Sea,Rick Yancey,3.88,2183, young-adult,1460, science-fiction,1243, dystopia,589, aliens,454, fiction,370, fantasy
5243594,      A Million Little Pieces,James Frey,3.65,1149, fiction,147, contemporary,124, psychology,112, biography-memoir,95, adult,89, book-club
24907344,      P.S. I Still Love You,Jenny Han,4.1,3870, young-adult,3436, romance,2863, contemporary,825, fiction,499, audiobook,367, chick-lit
25174281,      Modern Romance: An Investigation,Aziz Ansari,3.82,4292, non-fiction,1417, humor,1161, audiobook,446, romance,368, comedy,343, sociology
17277855,      The Edge of Never,J.A. Redmerski,4.23,2124, romance,1863, new-adult,833, contemporary,464, contemporary-romance,310, young-adult,181, fiction
13535756,      The Age of Miracles,Karen Thompson Walker,3.65,1646, fiction,900, young-adult,822, science-fiction,466, dystopia,302, coming-of-age,209, fantasy
46240,      The Metamorphosis,Malcolm Pasley,3.82,11382, classics,6556, fiction,1540, fantasy,1313, literature,1132, philosophy,1131, short-stories
20982741,      Mans Search for Meaning,Simon Vance,4.36,6038, non-fiction,5242, psychology,4533, philosophy,1798, history,1272, memoir,1247, self-help
2478507,      Stiff: Kehidupan Ganjil Mayat Manusia,Ella Elviana,4.06,7033, non-fiction,3168, science,594, humor,549, medical,478, medicine,477, death
27845654,      Career of Evil,Robert Galbraith,4.2,3471, mystery,1666, fiction,1134, crime,691, thriller,642, audiobook,495, mystery-thriller
10964693,      The Marriage Plot,Jeffrey Eugenides,3.45,2386, fiction,362, contemporary,285, romance,280, literary-fiction,204, novels,170, audiobook
12758895,      Ive Got Your Number,Sophie Kinsella,3.94,2983, chick-lit,2116, romance,956, fiction,929, contemporary,416, humor,388, adult
16047148,      La corsa delle onde,Maria Concetta Scotto di Santillo,4.07,4420, fantasy,3291, young-adult,861, romance,626, fiction,478, mythology,369, audiobook
906735,      Dear John,Nicholas Sparks,4.03,3468, romance,1442, fiction,676, chick-lit,562, contemporary,303, adult,197, adult-fiction
26530982,      Fates and Furies,Lauren Groff,3.57,2450, fiction,451, contemporary,371, literary-fiction,200, audiobook,176, adult-fiction,176, adult
17307791,      Lean In: Women  Work  and the Will to Lead,Sheryl Sandberg,3.95,3203, non-fiction,1817, business,857, feminism,623, self-help,578, leadership,302, womens
29426188,      The Couple Next Door,Shari Lapena,3.78,1676, mystery,1627, thriller,1424, fiction,658, mystery-thriller,571, suspense,379, audiobook
9862267,      A Dogs Purpose,W. Bruce Cameron,4.34,1299, fiction,637, animals,439, dogs,245, contemporary,115, adult,112, fantasy
9814048,      Oryx and Crake,Campbell Scott,4.01,4144, fiction,3341, science-fiction,2115, dystopia,891, post-apocalyptic,756, fantasy,519, canada
50793,      Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.18,6857, non-fiction,1400, adventure,1208, memoir,934, travel,737, biography,674, history
8153566,      The Iron King,Julie Kagawa,3.9,5647, fantasy,3872, young-adult,1508, romance,1259, paranormal,893, fae,687, fairies
16153521,      Isla and the Happily Ever After,Stephanie Perkins,4.03,2588, young-adult,2160, romance,2071, contemporary,356, chick-lit,339, fiction,254, young-adult-contemporary
25701206,      The Forty Rules of Love,Elif Shafak,4.13,782, fiction,363, novels,358, historical-fiction,143, romance,124, philosophy,116, turkish-literature
7919138,      Shantaram,Vincenzo Mingiardi,4.25,2241, fiction,737, india,398, travel,256, adventure,195, contemporary,187, novels
6610497,      Lamb: The Gospel According to Biff  Christs Childhood Pal,Christopher Moore,4.24,2731, fiction,2292, humor,794, historical-fiction,712, fantasy,573, religion,522, comedy
8136642,      Half Broke Horses,Jeannette Walls,4.06,806, memoir,799, non-fiction,415, biography,163, book-club,147, historical,138, biography-memoir
17727802,      Steelheart,Brandon Sanderson,4.14,4597, fantasy,2171, young-adult,1662, science-fiction,895, dystopia,849, fiction,474, urban-fantasy
24611432,      The Young Elites,Marie Lu,3.89,5222, fantasy,2992, young-adult,756, dystopia,575, romance,460, magic,444, fiction
16170580,      Eisige Wellen,Henning Ahrens,3.98,9453, fantasy,4501, young-adult,1257, romance,867, magic,834, young-adult-fantasy,771, fiction
8584853,      Last Sacrifice,Richelle Mead,4.39,3615, young-adult,3016, vampires,2619, fantasy,1980, paranormal,1528, romance,741, urban-fantasy
22561351,      Fairest,Marissa Meyer,3.98,2979, fantasy,2893, young-adult,1642, science-fiction,823, retellings,624, dystopia,504, fiction
13508897,      Reached,Ally Condie,3.56,2876, young-adult,2600, dystopia,1057, romance,676, science-fiction,615, fiction,507, fantasy
10801493,      Austenland,Katherine Kellgren,3.55,1673, romance,1318, fiction,1018, chick-lit,464, contemporary,302, adult,258, adult-fiction
15801710,      Reconstructing Amelia,Kimberly McCreight,3.83,1169, mystery,1102, fiction,459, thriller,366, young-adult,318, mystery-thriller,243, contemporary
29976645,      The Sun Is Also a Star,Nicola Yoon,4.06,4004, young-adult,2835, romance,2504, contemporary,1384, fiction,506, audiobook,498, realistic-fiction
18371690,      Hyperbole and a Half: Unfortunate Situations  Flawed Coping Mechanisms  Mayhem  and Other Things That Happened,Allie Brosh,4.15,2875, humor,2672, non-fiction,2061, graphic-novels,1408, memoir,1086, comics,451, comedy
25644601,      Grey,E.L. James,3.79,1331, romance,537, erotica,418, bdsm,368, fiction,258, adult,246, contemporary
26708461,      In a Dark  Dark Wood,Ruth Ware,3.7,2185, mystery,1588, thriller,1441, fiction,678, mystery-thriller,544, suspense,365, audiobook
9598224,      A Clockwork Orange,Anthony Burgess,3.99,8108, classics,6748, fiction,2736, science-fiction,2183, dystopia,801, literature,662, novels
24789156,      The Girl in the Spiders Web,Stieg Larsson,3.77,1453, fiction,1120, mystery,954, thriller,595, crime,276, mystery-thriller,266, audiobook
23666442,      The Golem and the Jinni,George Guidall,4.08,6108, fantasy,2267, historical-fiction,2041, fiction,642, magical-realism,629, historical,364, audiobook
25460,      Animal  Vegetable  Miracle: A Year of Food Life,Richard A. Houser,4.04,2510, non-fiction,1649, food,796, memoir,258, gardening,206, health,150, environment
7549331,      Shadow Kiss,Richelle Mead,4.34,4358, young-adult,3540, vampires,3178, fantasy,2312, paranormal,1798, romance,881, urban-fantasy
6201694,      Heart of Darkness  with eBook,Scott Brick,3.43,10720, classics,6391, fiction,1225, literature,995, africa,896, historical-fiction,817, school
8013959,      Frostbite,Richelle Mead,4.27,4650, young-adult,3728, vampires,3476, fantasy,2491, paranormal,1879, romance,938, urban-fantasy
21122552,      The One Plus One,Jojo Moyes,3.95,1290, fiction,1169, romance,682, chick-lit,517, contemporary,259, adult,177, adult-fiction
7968732,      Crescendo,Becca Fitzpatrick,4.03,2844, young-adult,2303, fantasy,1836, angels,1577, paranormal,1540, romance,595, paranormal-romance
28930418,      Salt to the Sea,Ruta Sepetys,4.35,5887, historical-fiction,2577, young-adult,1199, historical,1109, fiction,576, world-war-ii,527, war
36297703,      The Sun also Rises,Ernest Hemingway,3.82,7915, classics,5366, fiction,953, literature,550, novels,440, american,391, historical-fiction
17283039,      Warm Bodies,Isaac Marion,3.92,232, romance,164, fiction,151, science-fiction,124, horror,124, apocalyptic,102, adult-fiction
29489519,      The Winners Curse,Marie Rutkoski,3.97,4989, fantasy,3261, young-adult,1915, romance,566, dystopia,467, young-adult-fantasy,422, fiction
27829330,      The Crown,Kiera Cass,3.76,2050, young-adult,1738, romance,1126, dystopia,692, fantasy,426, fiction,179, audiobook
33623844,      Caraval,Stephanie Garber,3.95,6972, fantasy,3356, young-adult,1461, romance,780, fiction,662, magic,619, young-adult-fantasy
2388688,      People of the Book,Edwina Wren,4.02,2717, historical-fiction,2299, fiction,437, historical,431, books-about-books,314, mystery,223, book-club
12609434,      The Power Of Habit: Why We Do What We Do In Life And Business,Charles Duhigg,4.11,5793, non-fiction,3311, psychology,3104, self-help,2001, business,972, personal-development,692, productivity
33916215,      Into the Water,Laura Aikman,3.58,2383, mystery,1945, fiction,1761, thriller,741, mystery-thriller,512, audiobook,464, suspense
13516621,      The Lies of Locke Lamora,Michael Page,4.27,15307, fantasy,1927, fiction,691, adventure,509, adult,494, high-fantasy,471, epic-fantasy
7706931,      House Rules,Jodi Picoult,4.02,1487, fiction,350, mystery,299, contemporary,178, adult-fiction,161, adult,148, chick-lit
821872,      The Namesake,Jhumpa Lahiri,3.99,3817, fiction,878, india,382, contemporary,294, literary-fiction,255, novels,199, indian-literature
8498800,      Perfect Chemistry,Roxanne Hernandez,4.06,3300, romance,3011, young-adult,1329, contemporary,355, contemporary-romance,348, high-school,345, fiction
8526530,      The Short Second Life of Bree Tanner: An Eclipse Novella,Emma Galvin,3.51,2861, young-adult,2509, fantasy,1865, vampires,1131, paranormal,793, fiction,566, romance
856990,      Angelas Ashes: A Memoir of a Childhood,Frank McCourt,4.11,3529, non-fiction,2762, memoir,1624, biography,722, classics,696, ireland,551, autobiography
17742043,      We Are All Completely Beside Ourselves,Karen Joy Fowler,3.71,2056, fiction,469, contemporary,267, literary-fiction,157, adult-fiction,140, animals,139, book-club
2409290,      Le Secret,Rhonda Byrne,3.69,1690, self-help,1509, non-fiction,493, spirituality,330, psychology,259, philosophy,238, personal-development
31567923,      Gjenspeilet i deg,Sylvia Day,4.32,2786, romance,1066, erotica,556, contemporary,541, contemporary-romance,520, adult,408, erotic-romance
20717571,      Joyland,Stephen King,3.9,1467, horror,1350, mystery,1306, fiction,547, thriller,444, crime,195, mystery-thriller
12782014,      The Color Purple,Alice Walker,4.22,7037, classics,6509, fiction,3079, historical-fiction,1354, feminism,742, historical,735, lgbt
22718800,      Ruin and Rising,Leigh Bardugo,4.09,8042, fantasy,3775, young-adult,1103, romance,732, young-adult-fantasy,687, magic,679, fiction
19445849,      Armada,Wil Wheaton,3.53,2280, science-fiction,1108, fiction,536, young-adult,482, audiobook,323, fantasy,219, science-fiction-fantasy
33123552,      Born a Crime and Other Stories,Trevor Noah,4.45,6672, non-fiction,4116, memoir,2567, biography,1955, audiobook,896, humor,845, autobiography
10278922,      Rules of Civility,Rebecca Lowman,4.04,2355, fiction,2221, historical-fiction,343, historical,224, new-york,184, book-club,184, literary-fiction
829959,      The History of Love,Nicole Krauss,3.92,2587, fiction,524, historical-fiction,400, romance,341, contemporary,196, novels,186, literary-fiction
31567930,      Knyttet til deg,Sylvia Day,4.19,2167, romance,800, erotica,430, contemporary,418, contemporary-romance,399, adult,304, erotic-romance
75576,      Can You Keep a Secret?,Sophie Kinsella,3.84,4289, chick-lit,2584, romance,1376, fiction,1094, contemporary,528, humor,471, contemporary-romance
16475300,      Poison Study,Maria V. Snyder,4.11,9216, fantasy,2783, young-adult,1673, romance,1214, magic,863, fiction,478, paranormal
13272661,      The Statistical Probability of Love at First Sight,Jennifer E. Smith,3.78,2452, young-adult,2069, romance,1429, contemporary,424, fiction,326, realistic-fiction,304, chick-lit
824361,      The God of Small Things,Arundhati Roy,3.94,4804, fiction,1357, india,656, historical-fiction,463, contemporary,402, novels,388, indian-literature
10996342,      The Art of Fielding,Chad Harbach,3.98,2120, fiction,545, sports,410, baseball,231, contemporary,193, literary-fiction,133, audiobook
6376689,      Gone,Michael  Grant,3.86,2829, young-adult,1506, dystopia,1103, science-fiction,1038, fantasy,614, fiction,295, paranormal
18685697,      The Interestings,Meg Wolitzer,3.58,2044, fiction,279, contemporary,217, literary-fiction,154, audiobook,151, adult-fiction,132, novels
10642301,      The Lord of the Rings,J.R.R. Tolkien,4.5,16810, fantasy,5006, classics,4985, fiction,715, adventure,644, science-fiction-fantasy,450, epic-fantasy
31456476,      A Gentleman in Moscow,Amor Towles,4.34,5336, historical-fiction,4743, fiction,869, russia,779, historical,474, audiobook,425, book-club
26030521,      Pretty Girls,Karin Slaughter,3.99,1672, thriller,1377, mystery,915, fiction,634, mystery-thriller,448, audiobook,431, crime
8149123,      A Reliable Wife,Robert Goolrick,3.26,1140, fiction,1004, historical-fiction,191, mystery,191, historical,167, romance,118, book-club
2891804,      World Without End,Ken Follett,4.26,4606, historical-fiction,2104, fiction,764, historical,207, medieval,178, british-literature,174, audiobook
25394092,      The Raven King,Maggie Stiefvater,4.25,4880, fantasy,2966, young-adult,1115, paranormal,887, lgbt,731, romance,614, fiction
12941791,      The Best of Me,Nicholas Sparks,3.94,1595, romance,696, fiction,319, chick-lit,221, contemporary,160, adult,112, adult-fiction
7747691,      The Hero of Ages,Brandon Sanderson,4.48,13322, fantasy,1382, fiction,814, epic-fantasy,642, high-fantasy,366, magic,352, adult
25804717,      Luckiest Girl Alive,Jessica Knoll,3.5,1080, fiction,598, mystery,526, thriller,268, contemporary,237, mystery-thriller,231, audiobook
11981747,      The Lucky One,Nicholas Sparks,4.12,2800, romance,1029, fiction,488, chick-lit,424, contemporary,264, adult,184, contemporary-romance
15757582,      The No. 1 Ladies Detective Agency,Alexander McCall Smith,3.79,3818, mystery,2721, fiction,1028, africa,404, crime,273, mystery-thriller,220, botswana
759920,      The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,4580, fiction,1501, historical-fiction,372, novels,359, literature,326, historical,307, literary-fiction
13612929,      Pretties,Scott Westerfeld,3.85,4531, young-adult,2728, dystopia,1806, science-fiction,1091, fiction,909, fantasy,488, romance
22587958,      A Marca de Todas as Coisas,Elizabeth Gilbert,3.84,1782, fiction,1512, historical-fiction,264, historical,206, audiobook,118, adult-fiction,107, literary-fiction
13129429,      Behind the Beautiful Forevers: Life  Death  and Hope in a Mumbai Undercity,Katherine Boo,3.98,3402, non-fiction,856, india,281, history,200, asia,181, poverty,141, book-club
22738044,      Cuatro,Veronica Roth,4.03,2182, young-adult,1767, dystopia,656, fiction,646, science-fiction,532, fantasy,445, short-stories
950839,      Redeeming Love,Francine Rivers,4.49,1464, christian-fiction,1259, christian,1165, fiction,1074, romance,1044, historical-fiction,331, historical
3104033,      The Pact,Jodi Picoult,4.01,1905, fiction,468, romance,415, contemporary,316, chick-lit,251, drama,198, adult-fiction
437143,      A Short History of Nearly Everything,Bill Bryson,4.2,8162, non-fiction,6271, science,4929, history,530, audiobook,372, humor,247, popular-science
9277751,      Fire,Kristin Cashore,4.1,7508, fantasy,3513, young-adult,1150, romance,737, fiction,487, adventure,483, young-adult-fantasy
23489811,      Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.43,3950, non-fiction,1149, medicine,1141, science,669, health,632, medical,326, philosophy
34962698,      Homegoing,Yaa Gyasi,4.45,4123, historical-fiction,3978, fiction,1109, africa,734, historical,477, literary-fiction,359, audiobook
959645,      Hamlet,William Shakespeare,4.02,18217, classics,9144, plays,4315, fiction,2990, drama,2080, school,1321, literature
12106940,      Dead Ever After,Charlaine Harris,3.47,1289, fantasy,1062, vampires,899, paranormal,722, urban-fantasy,556, fiction,537, romance
885847,      Their Eyes Were Watching God,Zora Neale Hurston,3.94,5831, classics,5111, fiction,1356, historical-fiction,800, school,645, african-american,579, literature
4502877,      Midnight Sun 2008 Draft,Stephenie Meyer,4.02,2102, young-adult,1563, fantasy,1534, vampires,1211, romance,900, paranormal,501, fiction
561641,      A Long Way Gone,Ishmael Beah,4.15,2306, non-fiction,1391, memoir,845, africa,682, biography,491, war,356, history
8676995,      Winter Garden,Kristin Hannah,4.18,1363, historical-fiction,1184, fiction,272, chick-lit,213, historical,175, contemporary,160, russia
10863144,      Shes Come Undone,Wally Lamb,3.88,3036, fiction,310, contemporary,239, chick-lit,207, adult-fiction,162, novels,160, coming-of-age
17829836,      Oniks,Jennifer L. Armentrout,4.28,2268, young-adult,1811, paranormal,1656, romance,1561, fantasy,1297, aliens,768, science-fiction
26715561,      Saga  Vol. 1,Fiona Staples,4.18,8106, graphic-novels,6062, comics,3798, fantasy,2346, science-fiction,1046, fiction,900, graphic-novels-comics
7048800,      The Particular Sadness of Lemon Cake,Aimee Bender,3.23,1585, fiction,798, magical-realism,387, fantasy,251, contemporary,192, adult-fiction,182, food
6983932,      When You Are Engulfed in Flames,David Sedaris,4.06,2333, humor,1941, non-fiction,1140, memoir,933, essays,528, short-stories,369, comedy
1726513,      Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,3.99,4383, non-fiction,1314, religion,1216, history,1057, true-crime,288, crime,209, audiobook
13083820,      Thoughtless,S.C. Stephens,4.1,1824, romance,1100, new-adult,507, contemporary,409, contemporary-romance,223, young-adult,201, college
26851744,      Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson,3.91,3264, non-fiction,1965, humor,1802, memoir,769, audiobook,529, biography,501, mental-health
8456651,      A Great and Terrible Beauty,Libba Bray,3.78,5382, fantasy,5287, young-adult,2892, historical-fiction,1236, fiction,1076, historical,935, paranormal
23128322,      Blade Runner,Scott Brick,4.08,8327, science-fiction,4227, fiction,1872, classics,1341, dystopia,719, cyberpunk,660, science-fiction-fantasy
22569212,      Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.09,3333, non-fiction,3128, history,382, audiobook,368, historical,348, war,217, world-war-i
28214468,      Commonwealth,Ann Patchett,3.82,2421, fiction,347, literary-fiction,304, historical-fiction,296, audiobook,218, contemporary,181, adult-fiction
6547260,      The Well of Ascension,Brandon Sanderson,4.35,14728, fantasy,1497, fiction,856, epic-fantasy,730, high-fantasy,438, magic,434, adult
30298314,      Before the Fall,Robert Petkoff,3.72,1645, fiction,1185, mystery,699, thriller,341, mystery-thriller,334, audiobook,245, suspense
752639,      Northanger Abbey,Jane Austen,3.83,13946, classics,3600, fiction,2527, romance,834, historical-fiction,799, gothic,653, literature
4259871,      The Goose Girl,Shannon Hale,4.11,3990, fantasy,2199, young-adult,696, fairy-tales,665, romance,630, fiction,362, retellings
5664321,      Loving Frank,Nancy Horan,3.76,1223, historical-fiction,759, fiction,220, book-club,120, historical,97, architecture,92, romance
13623876,      Flight Behavior,Barbara Kingsolver,3.78,1844, fiction,178, literary-fiction,171, contemporary,154, environment,113, adult-fiction,110, book-club
12450053,      The Song of Achilles,Madeline Miller,4.35,5090, historical-fiction,3939, fantasy,3437, fiction,3152, mythology,2678, lgbt,1964, romance
5996153,      Blood Promise,Richelle Mead,4.32,4016, young-adult,3308, vampires,2943, fantasy,2156, paranormal,1678, romance,833, urban-fantasy
7390932,      Blutschwur,Michaela Link,4.32,4023, young-adult,3308, vampires,2938, fantasy,2164, paranormal,1680, romance,821, urban-fantasy
7804119,      Linger,Maggie Stiefvater,3.9,3177, young-adult,2477, fantasy,1537, romance,1367, paranormal,1037, werewolves,451, fiction
15896215,      Brain on Fire: My Month of Madness,Heather Henderson,4.05,3208, non-fiction,1992, memoir,707, psychology,558, biography,367, audiobook,357, mental-health
7084062,      Garden Spells,Susan Ericksen,4.05,1599, fiction,1242, magical-realism,1163, fantasy,916, romance,538, chick-lit,349, magic
17345381,      Sycamore Row,Michael Beck,4.02,1063, fiction,473, mystery,234, thriller,223, legal-thriller,126, crime,123, audiobook
16041538,      Anna Dressed in Blood,Kendare Blake,3.93,2879, young-adult,2591, horror,1829, paranormal,1416, fantasy,1054, ghosts,828, romance
27584065,      Since Youve Been Gone,Morgan Matson,4.11,2152, contemporary,2022, young-adult,992, romance,351, fiction,273, young-adult-contemporary,244, realistic-fiction
6989833,      Voyager,Diana Gabaldon,4.37,5004, historical-fiction,2579, romance,2117, fantasy,1878, fiction,1512, time-travel,1341, historical
23266953,      The Time Keeper - Sang Penjaga waktu,Mitch Albom,3.87,1234, fiction,578, fantasy,230, inspirational,126, contemporary,122, adult-fiction,118, adult
19162696,      The Longest Ride,Nicholas Sparks,4.15,1399, romance,626, fiction,235, chick-lit,219, contemporary,134, adult,119, audiobook
23212705,      The Bone Clocks,Anna Bentinck,3.83,2097, fiction,1809, fantasy,594, science-fiction,225, literary-fiction,200, contemporary,188, magical-realism
23131275,      Przebudzenie,Tomasz Wilusz,3.78,2543, horror,980, fiction,335, thriller,172, mystery,170, fantasy,161, audiobook
24885823,      Revival,Stephen King,3.78,2544, horror,980, fiction,336, thriller,173, mystery,170, fantasy,161, audiobook
10160130,      Carrie,Stephen King,3.96,10526, horror,3405, fiction,1016, thriller,763, paranormal,747, fantasy,598, classics
24466168,      El mar de la tranquilidad,Mike Lightwood,4.31,1574, young-adult,1486, romance,984, contemporary,715, new-adult,395, fiction,220, contemporary-romance
23506972,      Blue Lily  Lily Blue,Will Patton,4.27,5380, fantasy,3805, young-adult,1380, paranormal,761, romance,693, fiction,667, magic
22594258,      Tangled,Emma Chase,4.08,2415, romance,891, contemporary,824, contemporary-romance,559, new-adult,524, humor,431, adult
4118162,      Fiebre oscura,Albert Solé,4.08,3716, fantasy,3025, urban-fantasy,2721, paranormal,1850, romance,1177, paranormal-romance,1072, fae
5960325,      Shanghai Girls,Lisa See,3.89,2391, historical-fiction,1290, fiction,543, china,350, historical,230, asia,129, asian-literature
13270692,      Death Comes to Pemberley,P.D. James,3.28,2254, mystery,1196, fiction,1125, historical-fiction,363, historical,362, crime,129, mystery-thriller
4953,      A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,1609, fiction,233, contemporary,160, literature,149, novels,144, humor,142, biography-memoir
7009913,      Soulless,Gail Carriger,3.89,4827, steampunk,4296, fantasy,2119, romance,1930, paranormal,1411, vampires,1233, urban-fantasy
19475,      Its Kind of a Funny Story,Ned Vizzini,4.11,2924, young-adult,1341, fiction,1264, contemporary,969, mental-health,544, mental-illness,401, realistic-fiction
10722135,      Der Fall Jane Eyre,Lorenz Stern,3.88,4285, fantasy,2662, fiction,1886, mystery,919, humor,873, science-fiction,596, books-about-books
6329838,      City of Thieves,David Benioff,4.27,2640, historical-fiction,2053, fiction,510, war,458, russia,433, historical,384, world-war-ii
7766816,      The Summer I Turned Pretty,Jessica Almasy,3.92,2299, young-adult,1849, romance,1518, contemporary,374, chick-lit,347, fiction,271, realistic-fiction
544891,      Beastly,Alex Flinn,3.83,2691, young-adult,2615, fantasy,1673, romance,666, fairy-tales,567, retellings,479, fiction
10120539,      Au commencement,Laure Mistral,3.88,2584, young-adult,1107, dystopia,985, science-fiction,744, fiction,544, post-apocalyptic,321, survival
8200257,      Just Kids,Patti Smith,4.15,2390, non-fiction,1918, memoir,1252, music,1081, biography,452, art,319, autobiography
24509473,      Never Never,Tarryn Fisher,4.07,1144, romance,971, young-adult,640, contemporary,573, new-adult,563, mystery,204, paranormal
20582450,      Colorless Tsukuru Tazaki and His Years of Pilgrimage,Philip Gabriel,3.85,2505, fiction,713, japan,484, japanese-literature,430, contemporary,224, magical-realism,210, literature
18296403,      Dreams of Gods & Monsters,Laini Taylor,4.15,4932, fantasy,2663, young-adult,1147, romance,740, angels,712, paranormal,497, urban-fantasy
13262071,      The Orphan Masters Son,Adam Johnson,4.05,2083, fiction,620, historical-fiction,248, asia,164, literary-fiction,148, contemporary,127, literature
13140952,      Gebannt: Unter fremdem Himmel,Carolin Liepins,3.99,2789, young-adult,2450, dystopia,1355, romance,1300, fantasy,923, science-fiction,361, fiction
23332853,      The Rosie Effect,Graeme Simsion,3.61,1628, fiction,701, romance,455, contemporary,432, humor,234, audiobook,225, chick-lit
11278585,      Ruby Red,Anthea Bell,4.1,3303, fantasy,2604, young-adult,1626, time-travel,1111, romance,741, historical-fiction,464, science-fiction
15837671,      Turtles All the Way Down,John Green,3.95,5370, young-adult,2680, fiction,2637, contemporary,1063, mental-health,635, romance,628, audiobook
16065358,      A Tale for the Time Being,Ruth Ozeki,4.01,2585, fiction,731, japan,581, magical-realism,557, historical-fiction,478, contemporary,294, literary-fiction
15713279,      My Life Next Door,Huntley Fitzpatrick,3.99,2324, young-adult,2074, romance,1834, contemporary,291, fiction,280, chick-lit,262, realistic-fiction
3707924,      The White Tiger,Aravind Adiga,3.74,2811, fiction,1157, india,376, contemporary,293, indian-literature,227, novels,179, literature
1483355,      The Eye of the World,Robert Jordan,4.17,17786, fantasy,2341, fiction,1145, epic-fantasy,701, high-fantasy,596, science-fiction-fantasy,381, adventure
20894087,      You,Santino Fontana,3.91,2153, thriller,1304, fiction,755, mystery,696, contemporary,656, mystery-thriller,563, adult
16246759,      Opal,Jennifer L. Armentrout,4.28,1848, young-adult,1530, paranormal,1359, romance,1255, fantasy,1093, aliens,649, science-fiction
6468718,      The Forest of Hands and Teeth,Carrie Ryan,3.59,2527, young-adult,1783, zombies,1273, horror,1132, dystopia,1106, fantasy,514, fiction
7653482,      Jurassic Park,Michael Crichton,4.04,5709, science-fiction,5538, fiction,2092, thriller,948, adventure,912, fantasy,720, horror
6649081,      The Strange Case of Dr Jekyll and Mr Hyde,Ian Holm,3.82,12929, classics,4263, fiction,4185, horror,1422, science-fiction,1325, mystery,1092, gothic
288840,      The Strange Case of Dr Jekyll and Mr Hyde and Other Tales of Terror,Robert Mighall,3.96,1879, classics,715, horror,645, fiction,208, gothic,179, science-fiction,123, short-stories
4533518,      Eldest,Christopher Paolini,3.99,13602, fantasy,3520, young-adult,1879, fiction,1680, dragons,702, adventure,678, magic
20706297,      Love  Rosie,Cecelia Ahern,3.94,1665, romance,1137, chick-lit,676, contemporary,576, fiction,254, adult,174, young-adult
8248807,      Interpreter of Maladies,Jhumpa Lahiri,4.15,3542, short-stories,3414, fiction,803, india,311, contemporary,245, literary-fiction,238, literature
17797357,      The Kill Order,James Dashner,3.71,1780, young-adult,1504, dystopia,845, science-fiction,635, fiction,374, fantasy,230, post-apocalyptic
13505505,      How to Win Friends and Influence People,Dale Carnegie,4.2,4428, non-fiction,4222, self-help,3184, business,2073, psychology,1216, personal-development,918, leadership
587687,      The Good Earth,Pearl S. Buck,3.99,3953, classics,3168, fiction,1934, historical-fiction,878, china,398, literature,325, historical
2268066,      House of Leaves,Mark Z. Danielewski,4.05,5199, horror,3313, fiction,854, fantasy,758, mystery,348, thriller,278, novels
23477799,      Burial Rites - Ritus-Ritus Pemakaman,Tanti Lesmana,4.01,3389, historical-fiction,1485, fiction,748, historical,657, mystery,317, crime,245, adult
7864540,      Let The Great World Spin,Colum McCann,3.93,2081, fiction,566, historical-fiction,212, new-york,182, book-club,161, novels,152, contemporary
1077821,      War and Peace,Leo Tolstoy,4.12,11164, classics,4745, fiction,2071, historical-fiction,1311, russia,1077, literature,1041, russian-literature
6631898,      Cats Cradle ,Kurt Vonnegut Jr.,4.16,5866, fiction,3552, classics,2933, science-fiction,710, humor,625, literature,512, novels
18070787,      Night Film,Marisha Pessl,3.78,1935, mystery,1454, fiction,1085, thriller,1063, horror,518, mystery-thriller,345, adult
23346740,      Sapiens: A Brief History of Humankind,Haim Watzman,4.41,11199, non-fiction,8432, history,4284, science,1152, philosophy,1010, anthropology,876, audiobook
1294590,      The Corrections,Jonathan Franzen,3.8,3329, fiction,402, contemporary,317, novels,267, literary-fiction,254, literature,206, american
10143483,      Pretty Little Liars,Sara Shepard,3.87,2378, young-adult,1275, mystery,636, contemporary,572, fiction,345, romance,344, chick-lit
25444487,      The Lake House,Caroline  Lee,4.05,1274, historical-fiction,1182, fiction,1043, mystery,245, historical,199, audiobook,119, mystery-thriller
15803812,      Point of Retreat,Colleen Hoover,4.27,1795, romance,1170, new-adult,925, young-adult,771, contemporary,306, contemporary-romance,162, fiction
4486,      Bridget Joness Diary,Helen Fielding,3.78,4575, fiction,4268, chick-lit,2681, romance,1455, humor,1115, contemporary,435, adult
856766,      Le journal de Bridget Jones,Helen Fielding,3.78,4577, fiction,4266, chick-lit,2684, romance,1456, humor,1115, contemporary,436, adult
7211173,      Okruchy dnia,Jan Rybicki,4.12,5051, fiction,2264, historical-fiction,1436, classics,546, literature,516, literary-fiction,513, historical
25243003,      The Queen of the Tearling,Erika Johansen,3.99,6020, fantasy,1240, young-adult,763, fiction,477, dystopia,368, magic,328, adult
16092922,      On Dublin Street,Samantha Young,4.21,3152, romance,1139, new-adult,1097, contemporary,996, contemporary-romance,471, adult,430, erotica
6586144,      Year of Wonders,Geraldine Brooks,4,4107, historical-fiction,1806, fiction,626, historical,230, british-literature,145, book-club,137, adult
